Title,Type,Location,Description,Link,Catergory
Senior Credit Manager,Contract,Manchester,"  KDB Developer, 12 Month Contract, London based - will be required to work in the office 2-3 days a week, Pay rate: £850 a day PAYE or £1000 a day Umbrella, The Role, This role is to join the Global FX eTrading MI and Analytics team. , This team is responsible for capturing, storing and analysing data in excess of 3TB(5billion records) per day from a large number of FX electronic trading venues, as well as internal pricing and trading data., KDB is a critical part of the FX eRisk business and this team is the source of MI to Quants, sales and trading. The platform also provides a range of analytics, facilitates quantitative research and back-testing, and serves a number of regulatory reports.  They run hundreds of services concurrently in production and perform multiple releases per day. This position will be based in the London HQ and is part of a global team with presence in HK and London., You will be working closely with the Quants in London and HK as well as interacting with the broader booking and execution development teams. Principal Responsibilities, Skills Required:, Please submit your CV s in the first instance.  ",https://www.reed.co.uk//jobs/senior-credit-manager/43884054?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Senior Credit Manager,Contract,Manchester,"  Programmatic and Paid Search Executive - Ecommerce (Fashion/Retail) - 28k , The company is a leading fashion retail brand in the UK and a huge household name. Their product lines include women and menswear, accessories, beauty and home accessories., They have a large online presence, use big budgets and will give you the chance to work with some of the brightest minds in Digital., With a rapidly growing digital footprint, their highly successful ecommerce site serves around 66 counties including key international markets., Based in London, their offices have a fast-paced, diverse and dynamic atmosphere where they work on nurturing their talent with opportunities to grow and progress at every stage of their career., Exciting bits: , The Job , As the Paid Search Executive, your responsibilities will include:, You , Apply Now , You can apply for this role of Performance Marketing Specialist now by sending us your CV or by calling us now!, Don t forget to register as a candidate too., Francisca Schneider, Associate Consultant, - , Sphere Digital Recruitment currently have a variety of job opportunities across digital so feel free to get in touch with us to find out how we can help you. Please take a look at our website., Sphere is an equal opportunities employer. We encourage applications regardless of ethnic origin, race, religious beliefs, age, disability, gender or sexual orientation, and any other protected status as required by applicable law., Sphere Digital Recruitment are specialists in placing marketing, sales, analytics, product and creative ?talent globally.  ",https://www.reed.co.uk//jobs/senior-credit-manager/43884054?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
HR MI Manager,Permanent,Manchester,"  Our client is a globally distinguished, design-led creative brand that are looking for an experienced and driven Digital Marketing Manager to accompany their prospering eCommerce team, supporting the consumer experience., You will report into the head of Ecommerce and assist them in leading the Digital Performance and CRM strategy of the brand’s website and wider eCommerce functions, also working closely alongside their wholesale Sales team., Ideally, you will have a broad range of experience in eCommerce marketing channels and within the consumer sector. You will be self-motivated, commercially minded, analytic, and numerical, with a desire to help a successful global brand flourish., Key responsibilities of the role will include:, Performance Marketing, CRM, Skill, qualities, and experience required:  ",https://www.reed.co.uk//jobs/hr-mi-manager/43748420?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
HR MI Manager,Permanent,Manchester,"  An amazing opportunity has arisen to become the Head of Digital Growth for one of the UK’s most exciting and fastest growing retail businesses!, Our client is entering an exciting phase of growth and is looking for a talented Head of Digital Growth to help push the business forward! They pride themselves on offering their customers the best value for money possible by keeping up with growing demands  and new trends. With offices based in Reading, you will be working part remotely with 2/3 days a week in the office for the time being., The Head of Marketing will be an expert in the customer journey - a digital pro who can manage everything from acquisition and retention to analytics and reporting. Not only will the successful candidate need to have extensive digital experience, they will  also need to consider the physical retail locations all over the UK as part of the overall marketing strategy. Experience in all areas of Marketing such as search, social, display, programmatic media is hugely beneficial - this is a role where you will roll  up your sleeves and get stuck in!, This is your chance to shape a successful business and really make your mark!, Role and Responsibilities:, Key Skills and Experience, Ready to take the next step in your Marketing career? Apply online today!, Please note due to high volumes of applications unfortunately we are not always able to respond to all unsuccessful applicants. However we wish everyone who applies the very best with their job search.  ",https://www.reed.co.uk//jobs/hr-mi-manager/43748420?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Digital Advertising Manager,Permanent,London,"  Data, Analytics amp; Insights Partner , This is an extremely exciting opportunity for a Data, Analytics amp; Insights Partner to join an industry leading company at their head offices in Warwick. Our client is an inspiring company to work for where investment in their people’s skills and knowledge  is integral to their success., Our client is looking to recruit a practical and proactive Data, Analytics and Insights Partner as a key data storyteller and decision-support. Working closely with both the business and central functions to spearhead a data-driven approach to resolving  business issues, you will provide proactive insight suggestions and support data visualisation, work with business teams to understand their key questions, and help develop answers to key questions to drive the business forward in the future., Key responsibilities:, As such we would like you to have/be:, By applying for this position, you authorise Auctoro Recruitment to hold your personal details on file for use in finding you a suitable position. Auctoro Recruitment will never transfer your information to a third party without your prior consent.  ",https://www.reed.co.uk//jobs/digital-advertising-manager/43900630?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Digital Advertising Manager,Permanent,London,"  Senior Risk Modelling Analyst - Secured Lending - Award winning secured lender , Salary Up to £55 - £57k basic salary Plus Excellent Bonus Benefits - package in excess of £68k, Our client one of the highest performing organisations in the North West continue to grow in an exciting, sustained way and are looking the recruit Senior Risk Modelling Analyst within the Group Risk function. You will play an integral role in the reporting  and analysis on the quality of lending against Group and Divisional credit risk appetite., The Company, The Role , The Senior Risk Modelling Analyst is responsible for developing monitoring, reporting and modelling capabilities, particularly for the IFRS 9 models (PD, EAD and LGD). , The role is also responsible for supporting the Risk Modelling Manager in developing predictive models to support the growth of the business and providing relevant data to support governance committees amp; audit requirements., Role can be home based 3 days a week and office based 2 , Key Responsibilities:, Skills amp; Experience:, If you do not have a current CV but would like to apply for this role, call Gavin Reynolds at Recruitment Solutions (NW) for an initial conversation about the role  ",https://www.reed.co.uk//jobs/digital-advertising-manager/43900630?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
UX Designer,Permanent,Wellingborough,"  A BRAND NEW LIVE opportunity for a Head of Sales managing a team of Account Managers and Account Director focussing on generating business opportunities around cloud and managed services., A growing and established technology services provider to the corporate sector are looking for experienced Head of Sales to join their team. You ll be experienced in solution led selling and managing teams to drive performance and success. You should have  strong reporting and analytic skills utilising Data to under pin performance management. You should have experience leading teams that provide consultative outcome based selling techniques. You should be able to demonstrate credibility driving sales team performance  through account mapping, cross-selling and a structured smart target approach., Reporting to the CSO, your remit covers Sales management forecasting, reporting and generating additional sales revenue and profit. Through your team of Sales Account managers and Account Directors you will lead a team that deliver value to our clients while  achieving company targets while helping transition of sales from traditional capex project to Annuity sales focusing on Hybrid cloud and Managed services. , Account Director Responsibilities , Account Director Requirements, The Company, What s on Offer Basic salary of £70-80k basic with a package c120k (1st year) uncapped comms + 6k car allowance, Applicable Skills: Account Management, Business Development, Click apply now for immediately consideration for this opportunity.  ",https://www.reed.co.uk//jobs/ux-designer/43744323?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
UX Designer,Permanent,Wellingborough,"  Gemserv is constantly looking ahead to ensure we continue to deliver exceptional service in a rapidly changing world. Our business is evolving, but we remain clear about where we want to be and how we want to get there. We are looking for an ambitious and  enthusiastic Administrator to join our Gas Services team., You will play a pivotal role facilitating all aspects of the Gas Services function, working across the whole team to add value, identify opportunities for innovation, and deliver critical support services where they are most required., Gemserv s foundations are rooted in the electricity, gas and smart metering industries. Experience within these markets is desired but not essential., Successful candidates will also need:, Required Skillset  ",https://www.reed.co.uk//jobs/ux-designer/43744323?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Plastic Injection Setter Night Shift,Permanent,Wimborne,"  Production Manager - Live Operations, Location: Derbyshire, Salary: £35-43,000 + benefits, Our Client is seeking an exceptional Live Operations Production Manager to join their expanding large food manufacturing business, Responsible for planning, organising, directing, and controlling production activities to ensure development and delivery of top quality poultry for processing on a least-cost basis. Also directs all live haul, feed haul, and activities to ensure timely  delivery of live birds for processing., The role:, Manages, directs, and coordinates the efforts of the live operations at a processing facility, including breeder production, broiler production, to produce least-cost live broilers at the desired quantity and quality to meet broiler requirements of the organisation., Duties include scheduling, supervision, and evaluation of work as a Manager (or equivalent) over Assistant Managers and/or Supervisors. Has approval authority of personnel actions such as hirings, terminations, and disciplinary actions., Decision making::Decisions are varied and may require solutions to be developed., Impact of decisions::Decisions will have a direct impact on the department or functional area., Complexity::Work is substantially complex and varied and requires the interpretation of technical and detailed guidelines, policies, and procedures in combination. Analytic ability is required to gather and interpret data to provide solutions after carefully analysing  several facts., Problem Solving::Solves problems, but decisions are varied based upon judgment for particular situation. The partner must apply theory and practical application to resolve problems., Freedom of action::Works under general direction from broad goals and policies only. May participate heavily in setting one s own objectives.Communication::Internal:, Internal communication is required on a daily basis with Professional or Supervisor level positions. Communication requires moderate tact and cooperation to convey basic facts (e.g., scheduling and/or coordinating calendars, resolving problems, and/or obtaining  necessary information).External:External communication is required on a monthly basis with Professional or Supervisor level positions. Communication requires moderate tact and cooperation to convey basic facts (e.g., scheduling and/or coordinating two personal calendars, resolving problems,  and/or obtaining necessary information)., The person:Degree educated or equivalent, Fresh Food manufacturing management experience, Previous experience in the daily operations of Live Haul, Feed Haul, or Feed Mill, Breeder, or Broiler production including Hatchery experience, Excellent understanding of driving KPI’s and performance, Previous experience in Management of a diverse workforce, Previous experience in the poultry or grow out operations preferred., Must possess working knowledge of the relationship between Live Operations and the Processing Plant., Computer skills to include a working knowledge of Microsoft Office Applications (Word, Excel, etc), To apply please email your CV  ",https://www.reed.co.uk//jobs/plastic-injection-setter-night-shift/43642225?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Plastic Injection Setter Night Shift,Permanent,Wimborne,"  About Aetna, Aetna is a leading diversified health care benefits company, serving an estimated 44 million people. We offer industry-leading information, tools and resources to help people achieve their best possible health. A Fortune 5 company, Aetna (part of CVS Health)  is the third largest health care benefits company in the United States., Aetna’s global business, Aetna International, is one of the world’s largest and most prominent providers, with more than 650,000 members worldwide and a direct settlement network of over 125,000 hospitals and clinics., Aetna is about more than just doing a job. This is our opportunity to re-shape healthcare across the globe. We are a company built on excellence. We have a culture that values growth, achievement and diversity and a workplace where your voice can be heard., As well as some excellent benefits and a fantastic working environment, we will give you the space to grow and provide you with opportunities to learn new skills to keep you developing personally and professionally., Join us and help turn health ambitions into achievements. , About the role, We are seeking an experienced Quality Reporting Data Analyst to join our team on an initial 6- month contract., Reporting to the Director, Operations Learning amp; Performance you will be responsible for taking unstructured data and transforming it into easy to read actions for improvements., You’ll be making robust recommendations based on your analytical findings to help support the quality and effectiveness of work processes that impact customer satisfaction, performance, quality standards and operational efficiency., Your typical day will include: , What you’ll need  ",https://www.reed.co.uk//jobs/plastic-injection-setter-night-shift/43642225?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Finance Business Partner,Contract,London,"  Macildowie Recruitment and Retention have partnered with one of the UK s leading players within the rail sector to help them appoint a Commodity Buyer on a 5 - 6 Month Fixed Term Contract.  , Our client is looking to add value to the team in Derby with the chance of becoming a permanent employee if you are the right fit, the right candidate will have a manufacturing background or previous experience in the rail sector., The salary will range from £40,000 - £45,000 depending on relevant experience., Key Responsibilities of the role will include:, Skills Desired: , Qualifications/Education required:, If you are coming to end in your current contract and are looking for another great opportunity or simple think your skills set match the job description above please apply and I will be in touch as soon as possible., Macildowie is a specialist recruitment consultancy with a rich history of enhancing the careers of professionals across the Midlands and the Northern Home Counties. We have an unrivalled understanding of the local market place and recruit for the majority  of the region s premier employers. To search for all of our live jobs please visit us at macildowie.com., Macildowie are a recruitment business working on behalf of a client to recruit this role. Your personal data may be forwarded to that client company as part of the application process. After applying for this role you ll be sent a request for your consent  to hold your data on our systems. If you would like information on how we will process your data please go to our website and view our fair processing notices which are located at the bottom of the page under privacy policies. Within the fair processing notice  for Candidates there is guidance on how to amend your contact preferences or exercise your rights relating to personal data. We can t provide direct links as email address and website urls within our job adverts are removed by some of the websites on which  we advertise.  ",https://www.reed.co.uk//jobs/finance-business-partner/43533313?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Finance Business Partner,Contract,London,"  Our clients Pensions Team based in Bristol is responsible for pension and life assurance benefits for 75,000 employees across multiple pension arrangements, including private and public sector schemes. The role of Pensions Adviser is to provide essential  administration support and deliver professional and accurate pension advice to members, the business, third party advisers and Trustees, across these schemes., Client Details, Our client is the UK s leading facilities management and professional services company, looking after a large, diverse, blue-chip customer base, from banks and retailers, to hospitals, schools and government offices., Description, Key Responsibilities, Administration of Public Sector Schemes (LGPS/CSPS/NHSPS), · Manage and respond to questions arising from all sources, · Undertake year end compliance tasks and other regular processing, including occasional audits, · Understand and maintain knowledge of the scheme basis and administration requirements, · Ensure correct and timely implementation (and exit) of new Schemes under TUPE process. Assist in the bulk transfer process when required. , · Support the business to ensure the correct Scheme process is followed for ill health early retirements, death in service, early retirements., · Assist with the distribution of scheme member communications, · Undertake projects as directed, including the updating of public sector documentation, · Maintain scheme information controls for multiple schemes and contracts, Administration of Life Assurance Claims and Payments, · Prepare case summary for Trustees, · Review documentation and checklists and liaise with the business to collate correct information, · Submit claim to insurer and ensure payment made in accordance with Trustee discretion, · Support business to ensure correct process for life assurance claims is followed, · Maintain DIS controls, General Administration for all other pension schemes, · Provide advice for all other pension and life assurance arrangements as required, · Assist with projects and reoccurring tasks as required, · Maintain and review the group pensions inbox, Profile, The ideal candidate for the role of Pensions Adviser will possess:, · Excellent analytic ability and numeracy skills with a methodical approach to data work, · Understands the needs for good controls and actively works to improve controls in place, · Pro-active, with ability to work under own initiative without direction, · Ability to work to deadlines and targets and able to prioritise tasks under pressure, · Team player, with sound commercial awareness, · Good communicator with an adaptable style to meet the needs of different stakeholder, · Continuously develop self by maintaining up to date pension knowledge, · Flexible, adaptable and ability to travel occasionally, Knowledge and Experience, · Good administration experience in a corporate environment, · Ideally understand defined benefit and defined contribution pension schemes, · Ideally have a working knowledge of group life assurance arrangements, · Ideally have an understanding of TUPE and the impact on pension and life assurance benefits, · Excellent knowledge of Excel for data analysis and be proficient in Microsoft Word, Job Offer, The successful candidate for the role of Pensions Adviser will benefit from a competitive salary of up to £35,000 per annum, excellent company benefits and the opportunity to be part of a growing, highly reputable brand with opportunities for progression.  ",https://www.reed.co.uk//jobs/finance-business-partner/43533313?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
SOCIAL MEDIA &amp; DIGITAL EXECUTIVE,Permanent,Peterborough,"  My client is currently looking for an Account Director (Paid Media Director) to join their growing digital agency based in London ASAP! (working remotely at the moment), This is a fantastic opportunity for an Account Director the business working within one of the main Retail teams. You will work across all digital media channels including digital media planning/buying, Display (Brand amp; Performance), PPC, Social (Brand amp;  Performance) Content with scope to move into traditional media and OOH and gain invaluable knowledge across all aspects of the business including PR and SEO., The Account director is the key senior point of contact across the internal team and the client; responsible for the running and growth of each account, ensuring that campaigns are delivered effectively, on time and on budget. You would be expected to lead  the client and advising on a wider media strategy and planning considerations around channels, measurement and technology. As well as mentoring your team members to deliver against the best of their ability and provide excellent service. Understanding their  strengths and weaknesses, adapting the team structure and workload were necessary and proposing relevant training where needed. You will need to be a have considerable commercial awareness, inputting into resource and reporting campaign results., Campaign Strategy amp; Management , • To ensure all accounts have a performance amp; commercial strategy and these are presented in a clear and concise way to the client, • To continuously evaluate current ways of working to ensure the greatest level of efficiency and commercial focus, • To work closely with suppliers to ensure that the team are constantly at the forefront of industry developments and, when suitable, we are trialling these new tactics for our clients, • Ensure all activity meets or exceeds the client’s performance expectations, • To manage budgets in line with strategy and ensure that monthly spend is on target Delivery amp; Task Management, • Highly organised individual managing a number of different clients and campaigns at any one time • Clearly briefing and managing operational executives to ensure that work is delivered to an exceptional standard, on target and on time, • Quality control of work conducted by junior and more operational members of the team Departmental Development, Experience , • 4 - 5+ years managing paid media accounts working towards client’s goals on a DR or performance basis (multi-channel is preferable), • Ability to compile media plans across multiple channels, • Accomplished presentation skills and confidence in presentation delivery, • Proven ability to cross sell/up sell Desirable, • Experience running and optimising media campaigns - e.g PPC, Paid Social, Display, • Experience with Adserver Tracking, • Experience using analytical tools such as Google Analytic, Salary: £45,000 - £55,000 DOE, Remote working currently and hybrid model moving forward   ",https://www.reed.co.uk//jobs/social-media-digital-executive/43496827?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
SOCIAL MEDIA &amp; DIGITAL EXECUTIVE,Permanent,Peterborough,"  Our client is a dynamic, multi-faceted Technology business. Due to continued growth they are recruiting for the position of Product Lead which is a key role sat within the Group Business Intelligence function. Key Responsibilities / Duties include:, Project Delivery:, • Work with the Delivery Director and Insight Partners to formulate the Analytics product roadmap and the implementation strategy., • Fully understand and manage the product and service demands and liaise with Insight Partners to verify and prioritise cross BU analytic and insight needs and eliminate ambiguity., • Oversee the design and delivery of project solutions by working with Insight Partners, Analysts, Project Managers and the Delivery Team., • Manage Insight Partner expectations by providing achievable timelines for outputs and ensuring Insight Partner satisfaction with results., • Facilitate resolution of complexities and simplification of solution options by bringing together business and technical SMEs, Solution Architects, and other relevant resources., • Liaise with the relevant service teams (e.g. Data Engineering, SDP, BTP teams) to resolve any data issues impacting project delivery., • Assure the Quality, Accuracy and Security of outputs prior to sign-off and distribution., • Ensure all outputs include any relevant terms amp; conditions clauses., Business as Usual Service Delivery:, • Provide guidance and advice on smaller scale projects / use cases to the Insight Partner teams, • Actively solicit Insight Partner feedback for improving the BI Delivery services., • Act as Deputy to the Delivery Director, proposing appropriate recommendations for service, process and application improvements, delivery strategy and optimization needs based on Insight Partner feedback and learnings from projects delivered., • Act as an expert on internal data sets and on-going projects that may impact proposed and existing Insight, Analytics amp; Reporting solutions., • Help to promote the use of Self-Served analytics and insights delivered via the Tableau, GCP BigQuery applications/tools, Skills amp; Knowledge:, • Management of Delivery Team resources to support simultaneous business demands whilst meeting deadlines in a fast-paced, constantly changing environment, • Proven ability to solve problems, handle conflicts, anticipate issues/concerns, troubleshoot problems, and proactively institute creative solutions quickly and in detail, • Ability to establish strong working relationships with colleagues, other dependent functions and departments., • Strong written and verbal communication, presentation, and technical writing skills, • Knowledge and experience working with Databases, BI tools and visualisation tools (e.g. SQL, Google BigQuery, Alteryx, Tableau etc.), • Expertise and knowledge in Revenue, Billing, Subscriber and Usage domains as a minimum, • Ability to learn new business and data domains quickly (when required for a data project), • Knowledge of working with large data sets performing analysis, data visualisation, data mining, and data cleansing/transformation/processing, Experience:, • 5 plus years of Design/Development experience of BI and Advanced Data Analytics solutions, • 5 plus years of Product Owner experience (managing and prioritising backlogs, Agile and Waterfall methodologies, and ceremonies), • Experience with direct supervision of on/off-shore delivery teams or complex BI project lead experience, • Experience working as part of a Reporting amp; Analytics team using BI tools (e.g. GCP, Google BigQuery, Alteryx, Tableau, OBIEE as primary skills) and Data Analytics tools/languages (e.g. SQL as secondary skills), • Experience working with database developers and data engineers to ensure the data points are optimally tuned for BI amp; advanced Data Analytics applications., • Experience using open source data to enrich the BI and Data Analytics activities and outputs., • Experience working in a Global business environment., • Experience of designing relational, dimensional models and/or Analytical data marts  ",https://www.reed.co.uk//jobs/social-media-digital-executive/43496827?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Junior Data Analyst,Permanent,London,"  Overview , Duties and Responsibilities , Qualifications/Experience , Adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Adecco Group UK amp; Ireland is an Equal Opportunities Employer., By applying for this role your details will be submitted to Adecco. Our Candidate Privacy Information Statement explains how we will use your information - please copy and paste the following link in to your browser https://candidate-privacy   ",https://www.reed.co.uk//jobs/junior-data-analyst/43737934?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Junior Data Analyst,Permanent,London,"  We have an amazing opportunity for a Project Manager to support join our team on a permanent basis. You will play a key role, through expert project management, to support the development and growth of the business., Who are we?, Ventrica is a dynamic, fast-growth customer management business that provides outsourced customer service for an array of blue-chip brands. We are an innovative business with a growing reputation here in the UK for technical innovation and digital transformation.  In 2020 Ventrica picked up two awards at the prestigious European Contact Centre amp; Customer Service Awards. Gold for Best Outsourcing Partnership (Large) and silver for European Outsourced Contact Centre of the Year. In 2017 we won gold for Best Contact Centre Outsourcer in Europe at the same awards, and in 2018 we came 63rd in the Sunday Times Fast Track 100., What will I do?, The salary for this role is £45-50k per annum depending on experience, and benefits such as:, What hours will I work?, Where will I be based?, This role can be a fully home based role, within the UK, as such to work from home you will need your own laptop/PC and a strong WiFi connection - a questionnaire will be completed as part of your application with the relevant technical specification.   ",https://www.reed.co.uk//jobs/junior-data-analyst/43737934?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Management Accountant,Permanent,Bristol,"  Project Manager - Information Security | £5-600 p/day | Outside IR35 | Contract (5months), You will manage and lead all phases of global information security projects and contribute to execution of the strategy by solving a business need through the application of project management practices. Understand the business strategy and information security  needs to drive change within the company. Identify and monitor efforts and costs required in Information Security and other IT functions to deliver optimal secure solutions to the company., Your  day to day , · Understand the business strategy, global InfoSec strategic roadmap and specific project information security needs to drive change within the company. Get deep understanding of the company s global information security baselines and help defining InfoSec  requirements, propose optimal solution, confirm financial proposal of the project and drive change management activities., · Manage and build a flexible, agile and innovative IT project organization that attracts, develops and retains the best global talent in order to deliver IT required, currently and in the future., · Apply project management, change management, service management methodology and usability practices based on known solutions, applications and best practices assuring adherence to standards. Resolve complex project related issues by analysing, identifying  and facilitating the emergence of solutions leading to optimal resolution., · Drive communication and co-ordination for the success of the project and provide project status reports and other project information to project stakeholders and senior management on a regular basis. Timely identify project needs impacting other IT platforms  or teams, and coordinate project efforts in close collaboration with these teams to ensure timely and effective project delivery., · Drive the projects within agreed scope, budget, resources and timing. Allocate and manage resources for assigned projects based on historical information, input from other staff, and general understanding of project tasks; anticipate and mobilise cross  functional resources when required (procurement, legal, technology, finance, 3rd party suppliers and consultant, etc.). Monitor and measure results and provide constructive feedback to assigned resources in terms of deliverables on what and how., · Ensure development and distribution of quality project-related documentation to all interested parties, including project plan and schedule, project charter, communications plan, requirements document, design document, deployment plan, test plan, maintenance  transition plan, and closing report., Who we re looking for, · 5-10 years of experience in leading IT projects, preferably in information security related domains, within a large organization, · Experience in Agile development methodology, · Deep understanding of IT processes: logical and physical access management, change management, system operations, system availability and continuity, risk assessment, · Good presentation, analytic, conceptual design, and decision-making skills, · Knowledge of information security management systems such as the National Institute of Standards and Technology (NIST) Special Publication 800-53, ISO 2700x, COBIT 2019, · Knowledge of Sarbanes-Oxley (SOX) compliance and PCI-DSS compliance, · University degree (Computer Sciences, Information Systems, Engineering, Business Administration or equivalent), · Professional certifications in IT audit, information security, or risk management (e.g. ISACA CISA, ISACA CISM, ISACA CRISC, CISSP, ISO 27001 Lead Auditor/Implementer, GIAC Security Essentials Certification (GSEC), etc.), · Professional certifications in project management (e.g. PRINCE2, Project Management Professional (PMP), Agile, SCRUM), · Delivery of DLP, Cloud Security, Endpoint Security, Infrastructure Security projects will be added advantage., The job/role offer is subject to valid right to work in UK  ",https://www.reed.co.uk//jobs/management-accountant/43853210?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Management Accountant,Permanent,Bristol,"  LG Regional Ambassador - Home Entertainment Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: Enfield Romford and Surrounding areas , Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/management-accountant/43853210?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Strategic Finance Analyst,Permanent,London,"  LG Regional Ambassador - Home Entertainment Category , Reports To: LG Regional Field Manager, Salary: £23,000 + £2,000 + bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: Between Bristol amp; Cardiff, Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/strategic-finance-analyst/43518609?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Strategic Finance Analyst,Permanent,London,"  LG Regional Ambassador - Home Entertainment Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: between Milton Keynes amp; West Drayton, Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/strategic-finance-analyst/43518609?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Senior Data Analyst,Permanent,London,"  LG Regional Ambassador - Home Entertainment Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: between Milton Keynes amp; West Drayton , Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/senior-data-analyst/43681786?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Senior Data Analyst,Permanent,London,"  LG Regional Ambassador - Home Entertainment Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: Between Maidstone, Tunbridge Wells amp; surrounding areas, Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/senior-data-analyst/43681786?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Senior Data Analyst,Permanent,Bristol,"  LG Regional Ambassador - Home Appliance Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days per week (weekends may be required with time in lieu issued), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: Enfield, Romford, Chelmsford and nearby surrounding areas, Role overview: As an LG Regional Ambassador, you will be responsible for professionally representing the Home Appliance products of LG within the UK retail environment. You will efficiently cover your territory and become the point of contact regarding LG’s in-store  execution, helping to promote and support LG’s retail objectives and KPIs through training, merchandising and demonstration activities.The LG Regional Ambassador will also be responsible for developing, motivating, and leading your in-store sales ambassadors to ensure success against LG’s objectives. This is an exciting opportunity to take on a fresh challenge and develop your career in territory management capacity., Role responsibilities: Key responsibilities of an LG Regional Ambassador include, but are not limited to:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/senior-data-analyst/43681777?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
Senior Data Analyst,Permanent,Bristol,"  LG Regional Ambassador - Home Appliance Category , Reports To: LG Regional Field Manager, Salary: £23k + £2k bonus + Company car, Working week: 5 Days (Monday - Sunday), Benefits: Fuel Card, Laptop, Mobile, Perk box, Ideal Location: M3/M4 Corridor amp; surrounding areas, Role overview:, What key skills should I have?, Ideal experience, What we offer you  ",https://www.reed.co.uk//jobs/senior-data-analyst/43681777?source=searchResults&filter=%2fjobs%2fbusiness-analytic-jobs,business analytic
